onset	duration	sample	type	value
7.19846113371194	n/a	8639.15336045433	wav_onset	10
7.21009945570741	0.3192743764172	8653.11934684889	word_onset_01	"sp"
7.21009945570741	0.3192743764172	8653.11934684889	phoneme_onset_01	"sp"
7.52937383212461	0.0798185941039992	9036.24859854953	word_onset_01	"THE"
7.52937383212461	0.0399092970519996	9036.24859854953	phoneme_onset_01	"DH"
7.56928312917661	0.0399092970519996	9084.13975501193	phoneme_onset_01	"AH0"
7.60919242622861	0.578684807257	9132.03091147433	word_onset_01	"ADVENTURE"
7.60919242622861	0.0598639455789998	9132.03091147433	phoneme_onset_01	"AH0"
7.66905637180761	0.049886621315001	9203.86764616913	phoneme_onset_01	"D"
7.71894299312261	0.0399092970519996	9263.73159174713	phoneme_onset_01	"V"
7.75885229017461	0.0698412698410008	9311.62274820953	phoneme_onset_01	"EH1"
7.82869356001561	0.0798185941039992	9395.43227201873	phoneme_onset_01	"N"
7.90851215411961	0.149659863946	9491.21458494353	phoneme_onset_01	"CH"
8.05817201806561	0.129705215419999	9670.80642167873	phoneme_onset_01	"ER0"
8.18787723348561	0.0997732426330003	9826.45268018273	word_onset_01	"sp"
8.18787723348561	0.0997732426330003	9826.45268018273	phoneme_onset_01	"sp"
8.28765047611861	0.0997732426300005	9946.18057134233	word_onset_01	"OF"
8.28765047611861	0.0598639455800003	9946.18057134233	phoneme_onset_01	"AH0"
8.34751442169861	0.0399092970500002	10018.0173060383	phoneme_onset_01	"V"
8.38742371874861	0.0798185940999989	10065.9084624983	word_onset_01	"THE"
8.38742371874861	0.0399092970500002	10065.9084624983	phoneme_onset_01	"DH"
8.42733301579861	0.0399092970499987	10113.7996189583	phoneme_onset_01	"AH0"
8.46724231284861	0.488888888890001	10161.6907754183	word_onset_01	"SPECKLED"
8.46724231284861	0.119727891160001	10161.6907754183	phoneme_onset_01	"S"
8.58697020400861	0.0399092970500002	10305.3642448103	phoneme_onset_01	"P"
8.62687950105861	0.0598639455800003	10353.2554012703	phoneme_onset_01	"EH1"
8.68674344663861	0.0997732426300005	10425.0921359663	phoneme_onset_01	"K"
8.78651668926861	0.0399092970499987	10544.8200271223	phoneme_onset_01	"AH0"
8.82642598631861	0.0997732426300005	10592.7111835823	phoneme_onset_01	"L"
8.92619922894861	0.0299319727900001	10712.4390747383	phoneme_onset_01	"D"
8.95613120173861	0.409070294790001	10748.3574420863	word_onset_01	"BAND"
8.95613120173861	0.0598639455800003	10748.3574420863	phoneme_onset_01	"B"
9.01599514731861	0.119727891160001	10820.1941767823	phoneme_onset_01	"AE1"
9.13572303847861	0.199546485259998	10963.8676461743	phoneme_onset_01	"N"
9.33526952373861	0.0299319727900017	11203.3234284863	phoneme_onset_01	"D"
9.36520149652861	2.16507936507	11239.2417958343	word_onset_01	"sp"
9.36520149652861	2.16507946485	11239.2417958343	phoneme_onset_01	"sp"
11.5302808615986	0.22947845805	13837.3370339183	word_onset_01	"ON"
11.5302808615986	0.149659863949999	13837.3370339183	phoneme_onset_01	"AA1"
11.6799407255486	0.0798185941000005	14016.9288706583	phoneme_onset_01	"N"
11.7597593196486	0.389115646259999	14112.7111835783	word_onset_01	"GLANCING"
11.7597593196486	0.0399092970600001	14112.7111835783	phoneme_onset_01	"G"
11.7996686167086	0.0598639455700004	14160.6023400503	phoneme_onset_01	"L"
11.8595325622786	0.0598639455799988	14232.4390747343	phoneme_onset_01	"AE1"
11.9193965078586	0.0498866213200002	14304.2758094303	phoneme_onset_01	"N"
11.9692831291786	0.0997732426300005	14364.1397550143	phoneme_onset_01	"S"
12.0690563718086	0.0399092970500002	14483.8676461703	phoneme_onset_01	"IH0"
12.1089656688586	0.0399092970499987	14531.7588026303	phoneme_onset_01	"NG"
12.1488749659086	0.189569161000002	14579.6499590903	word_onset_01	"OVER"
12.1488749659086	0.0997732426300005	14579.6499590903	phoneme_onset_01	"OW1"
12.2486482085386	0.0598639455800018	14699.3778502463	phoneme_onset_01	"V"
12.3085121541186	0.0299319727900001	14771.2145849423	phoneme_onset_01	"ER0"
12.3384441269086	0.149659863949999	14807.1329522903	word_onset_01	"MY"
12.3384441269086	0.0698412698399989	14807.1329522903	phoneme_onset_01	"M"
12.4082853967486	0.0798185941100003	14890.9424760983	phoneme_onset_01	"AY1"
12.4881039908586	0.419047619039999	14986.7247890303	word_onset_01	"NOTES"
12.4881039908586	0.109750566889999	14986.7247890303	phoneme_onset_01	"N"
12.5978545577486	0.119727891160001	15118.4254692983	phoneme_onset_01	"OW1"
12.7175824489086	0.0698412698400004	15262.0989386903	phoneme_onset_01	"T"
12.7874237187486	0.119727891149999	15345.9084624983	phoneme_onset_01	"S"
12.9071516098986	0.0798185941100003	15489.5819318783	word_onset_01	"OF"
12.9071516098986	0.0399092970600001	15489.5819318783	phoneme_onset_01	"AH0"
12.9470609069586	0.0399092970500002	15537.4730883503	phoneme_onset_01	"V"
12.9869702040086	0.0598639455800003	15585.3642448103	word_onset_01	"THE"
12.9869702040086	0.0299319727900017	15585.3642448103	phoneme_onset_01	"DH"
13.0169021767986	0.0299319727899986	15621.2826121583	phoneme_onset_01	"AH0"
13.0468341495886	0.429024943310001	15657.2009795063	word_onset_01	"SEVENTY"
13.0468341495886	0.119727891149999	15657.2009795063	phoneme_onset_01	"S"
13.1665620407386	0.0498866213200002	15800.8744488863	phoneme_onset_01	"EH1"
13.2164486620586	0.0399092970500002	15860.7383944703	phoneme_onset_01	"V"
13.2563579591086	0.0299319727900001	15908.6295509303	phoneme_onset_01	"AH0"
13.2862899318986	0.0698412698400004	15944.5479182783	phoneme_onset_01	"N"
13.3561312017386	0.0698412698400004	16028.3574420863	phoneme_onset_01	"T"
13.4259724715786	0.0498866213200002	16112.1669658943	phoneme_onset_01	"IY0"
13.4758590928986	0.139682539679999	16172.0309114783	word_onset_01	"ODD"
13.4758590928986	0.099773242629999	16172.0309114783	phoneme_onset_01	"AA1"
13.5756323355286	0.0399092970500002	16291.7588026343	phoneme_onset_01	"D"
13.6155416325786	0.63854875283	16339.6499590943	word_onset_01	"CASES"
13.6155416325786	0.129705215420001	16339.6499590943	phoneme_onset_01	"K"
13.7452468479986	0.119727891159998	16495.2962175983	phoneme_onset_01	"EY1"
13.8649747391586	0.159637188200004	16638.9696869903	phoneme_onset_01	"S"
14.0246119273586	0.0897959183699974	16830.5343128303	phoneme_onset_01	"AH0"
14.1144078457286	0.139682539680001	16938.2894148743	phoneme_onset_01	"Z"
14.2540903854086	0.0698412698500003	17105.9084624903	word_onset_01	"IN"
14.2540903854086	0.0299319727900001	17105.9084624903	phoneme_onset_01	"AH0"
14.2840223581986	0.0399092970600001	17141.8268298383	phoneme_onset_01	"N"
14.3239316552586	0.229478458049998	17189.7179863103	word_onset_01	"WHICH"
14.3239316552586	0.0698412698399989	17189.7179863103	phoneme_onset_01	"W"
14.3937729250986	0.0299319727900001	17273.5275101183	phoneme_onset_01	"IH1"
14.4237048978886	0.129705215419999	17309.4458774663	phoneme_onset_01	"CH"
14.5534101133086	0.0698412698400019	17465.0921359703	word_onset_01	"I"
14.5534101133086	0.0698412698400019	17465.0921359703	phoneme_onset_01	"AY1"
14.6232513831486	0.219501133780001	17548.9016597783	word_onset_01	"HAVE"
14.6232513831486	0.129705215419999	17548.9016597783	phoneme_onset_01	"HH"
14.7529565985686	0.0399092970499987	17704.5479182823	phoneme_onset_01	"AE1"
14.7928658956186	0.0498866213100033	17752.4390747423	phoneme_onset_01	"V"
14.8427525169286	0.309297052159997	17812.3030203143	word_onset_01	"DURING"
14.8427525169286	0.0598639455799973	17812.3030203143	phoneme_onset_01	"D"
14.9026164625086	0.0399092970500017	17884.1397550103	phoneme_onset_01	"Y"
14.9425257595586	0.0798185941099988	17932.0309114703	phoneme_onset_01	"UH1"
15.0223443536686	0.0399092970500017	18027.8132244023	phoneme_onset_01	"R"
15.0622536507186	0.0399092970499987	18075.7043808623	phoneme_onset_01	"IH0"
15.1021629477686	0.0498866213199987	18123.5955373223	phoneme_onset_01	"NG"
15.1520495690886	0.0598639455800003	18183.4594829063	word_onset_01	"THE"
15.1520495690886	0.0299319727900001	18183.4594829063	phoneme_onset_01	"DH"
15.1819815418786	0.0299319727900001	18219.3778502543	phoneme_onset_01	"AH0"
15.2119135146686	0.32925170068	18255.2962176023	word_onset_01	"LAST"
