onset	duration	sample	type	value
20.7335451509313	n/a	24881.2541811175	wav_onset	10
20.7451834729267	0.439002267573202	24895.2201675121	word_onset_01	"sp"
20.7451834729267	0.439002267573202	24895.2201675121	phoneme_onset_01	"sp"
21.1841857404999	0.129705215419999	25422.0228885999	word_onset_01	"THE"
21.1841857404999	0.0498866213159969	25422.0228885999	phoneme_onset_01	"DH"
21.2340723618159	0.0798185941040022	25481.8868341791	phoneme_onset_01	"IY0"
21.3138909559199	0.578684807257999	25577.6691471039	word_onset_01	"ADVENTURE"
21.3138909559199	0.0399092970519996	25577.6691471039	phoneme_onset_01	"AH0"
21.3538002529719	0.0399092970519996	25625.5603035663	phoneme_onset_01	"D"
21.3937095500239	0.0598639455789998	25673.4514600287	phoneme_onset_01	"V"
21.4535734956029	0.0698412698410023	25745.2881947235	phoneme_onset_01	"EH1"
21.5234147654439	0.0897959183669991	25829.0977185327	phoneme_onset_01	"N"
21.6132106838109	0.139682539687001	25936.8528205731	phoneme_onset_01	"CH"
21.7528932234979	0.139682539679998	26104.4718681975	phoneme_onset_01	"ER0"
21.8925757631779	0.129705215419999	26272.0909158135	word_onset_01	"sp"
21.8925757631779	0.129705215419999	26272.0909158135	phoneme_onset_01	"sp"
22.0222809785979	0.099773242630002	26427.7371743175	word_onset_01	"OF"
22.0222809785979	0.0598639455800033	26427.7371743175	phoneme_onset_01	"AH0"
22.0821449241779	0.0399092970499987	26499.5739090135	phoneme_onset_01	"V"
22.1220542212279	0.149659863940002	26547.4650654735	word_onset_01	"THE"
22.1220542212279	0.0399092970500017	26547.4650654735	phoneme_onset_01	"DH"
22.1619635182779	0.109750566890001	26595.3562219335	phoneme_onset_01	"IY0"
22.2717140851679	0.698412698419994	26727.0569022015	word_onset_01	"ENGINEER'S"
22.2717140851679	0.0598639455799973	26727.0569022015	phoneme_onset_01	"EH2"
22.3315780307479	0.0897959183700004	26798.8936368975	phoneme_onset_01	"N"
22.4213739491179	0.0798185940999974	26906.6487389415	phoneme_onset_01	"JH"
22.5011925432179	0.0299319727900032	27002.4310518615	phoneme_onset_01	"AH0"
22.5311245160079	0.0399092970499987	27038.3494192095	phoneme_onset_01	"N"
22.5710338130579	0.159637188210002	27086.2405756695	phoneme_onset_01	"IY1"
22.7306710012679	0.0299319727900001	27277.8052015215	phoneme_onset_01	"R"
22.7606029740579	0.209523809529995	27313.7235688695	phoneme_onset_01	"Z"
22.9701267835879	0.32925170068	27565.1521403055	word_onset_01	"THUMB"
22.9701267835879	0.0598639455700019	27565.1521403055	phoneme_onset_01	"TH"
23.0299907291579	0.0698412698500003	27636.9888749895	phoneme_onset_01	"AH1"
23.0998319990079	0.199546485259998	27720.7983988095	phoneme_onset_01	"M"
23.2993784842679	1.81587301587	27960.2541811215	word_onset_01	"sp"
23.2993784842679	1.81587311564	27960.2541811215	phoneme_onset_01	"sp"
25.1152515001379	0.129705215419999	30139.3018001655	word_onset_01	"OF"
25.1152515001379	0.0798185941000005	30139.3018001655	phoneme_onset_01	"AH1"
25.1950700942379	0.0498866213199987	30235.0841130855	phoneme_onset_01	"V"
25.2449567155579	0.149659863940002	30294.9480586695	word_onset_01	"ALL"
25.2449567155579	0.0897959183700004	30294.9480586695	phoneme_onset_01	"AO1"
25.3347526339279	0.0598639455700019	30402.7031607135	phoneme_onset_01	"L"
25.3946165794979	0.0698412698499972	30474.5398953975	word_onset_01	"THE"
