onset	duration	sample	type	value
46.5153734049151	n/a	55819.4480858981	wav_onset	10
46.5270117269105	0.548752834467195	55833.4140722926	word_onset_01	"sp"
46.5270117269105	0.548752834467195	55833.4140722926	phoneme_onset_01	"sp"
47.0757645613777	0.0897959183670052	56491.9174736532	word_onset_01	"THE"
47.0757645613777	0.0498866213150056	56491.9174736532	phoneme_onset_01	"DH"
47.1256511826927	0.0399092970519996	56551.7814192312	phoneme_onset_01	"AH0"
47.1655604797447	0.528798185937	56599.6725756936	word_onset_01	"FIVE"
47.1655604797447	0.139682539682999	56599.6725756936	phoneme_onset_01	"F"
47.3052430194277	0.329251700683999	56767.2916233132	phoneme_onset_01	"AY1"
47.6344947201117	0.0598639455700019	57162.393664134	phoneme_onset_01	"V"
47.6943586656817	0.179591836740001	57234.230398818	word_onset_01	"sp"
47.6943586656817	0.179591836740001	57234.230398818	phoneme_onset_01	"sp"
47.8739505024217	0.439002267569995	57449.740602906	word_onset_01	"ORANGE"
47.8739505024217	0.189569160999999	57449.740602906	phoneme_onset_01	"AO1"
48.0635196634217	0.0299319727900001	57677.223596106	phoneme_onset_01	"R"
48.0934516362117	0.0399092970499987	57713.141963454	phoneme_onset_01	"AH0"
48.1333609332617	0.0498866213100033	57761.033119914	phoneme_onset_01	"N"
48.1832475545717	0.129705215419993	57820.897065486	phoneme_onset_01	"JH"
48.3129527699917	0.498866213150001	57976.54332399	word_onset_01	"PIPS"
48.3129527699917	0.0897959183700004	57976.54332399	phoneme_onset_01	"P"
48.4027486883617	0.0698412698400049	58084.298426034	phoneme_onset_01	"IH1"
48.4725899582017	0.119727891160001	58168.107949842	phoneme_onset_01	"P"
48.5923178493617	0.219501133779995	58311.781419234	phoneme_onset_01	"S"
48.8118189831417	2.51428571429001	58575.18277977	word_onset_01	"sp"
48.8118189831417	2.51428571429001	58575.18277977	phoneme_onset_01	"sp"
51.3261046974317	0.129705215419999	61592.325636918	word_onset_01	"WHEN"
51.3261046974317	0.0698412698399989	61592.325636918	phoneme_onset_01	"W"
51.3959459672717	0.0299319727899941	61676.135160726	phoneme_onset_01	"EH1"
51.4258779400617	0.0299319727900062	61712.053528074	phoneme_onset_01	"N"
51.4558099128517	0.0798185940999974	61747.971895422	word_onset_01	"I"
51.4558099128517	0.0798185940999974	61747.971895422	phoneme_onset_01	"AY1"
51.5356285069517	0.359183673469997	61843.754208342	word_onset_01	"GLANCE"
51.5356285069517	0.0498866213200017	61843.754208342	phoneme_onset_01	"G"
51.5855151282717	0.0798185940999974	61903.618153926	phoneme_onset_01	"L"
51.6653337223717	0.0698412698399989	61999.400466846	phoneme_onset_01	"AE1"
51.7351749922117	0.0698412698500033	62083.209990654	phoneme_onset_01	"N"
51.8050162620617	0.089795918359996	62167.019514474	phoneme_onset_01	"S"
51.8948121804217	0.169614512480002	62274.774616506	word_onset_01	"OVER"
51.8948121804217	0.0897959183700004	62274.774616506	phoneme_onset_01	"OW1"
51.9846080987917	0.0498866213200017	62382.52971855	phoneme_onset_01	"V"
52.0344947201117	0.0299319727900001	62442.393664134	phoneme_onset_01	"ER0"
52.0644266929017	0.149659863940002	62478.312031482	word_onset_01	"MY"
52.0644266929017	0.0798185940999974	62478.312031482	phoneme_onset_01	"M"
